44,22
34,48
5,2
75,98
6,43
41,17
2,38
43,34
4,29
49,57
50,58
51,54
53,53
54,13
10,77
11,79
12,70
14,85
15,32
16,21
56,46
57,42
59,15
60,63
61,37
65,14
66,56
69,41
70,59
71,26
17,61
18,69
20,60
26,62
55,94
27,20
45,90
22,97
21,95
1,91
28,93
33,92
35,40
32,35
36,44
37,80
38,76
39,65
31,47
